wavelength,Z_L_IRCF,Z_IRCF,Z_H_IRCF,Y_L_IRCF,Y_IRCF,Xl_IRCF,Xl_H_IRCF,685_055_IRCF
579,0.009843316,0.004216058,0.009922106,0.003330385,0.643205029,0.669749066,0.012232195,0.010038259
580,0.010121292,0.004224796,0.009816937,0.003420316,0.636387625,0.677129604,0.013906833,0.010012369
581,0.010382158,0.004235212,0.009698266,0.003512613,0.629774838,0.684109405,0.015793232,0.009985383
582,0.010623333,0.004242718,0.009552125,0.00361053,0.622922212,0.691082154,0.018026394,0.009943236
583,0.01082914,0.004253786,0.009378096,0.003714183,0.616251474,0.69806293,0.020580867,0.009904289
584,0.010978128,0.004261934,0.009161036,0.003816243,0.609578861,0.705043044,0.023434905,0.009851273
585,0.01107106,0.004271519,0.008886455,0.003920212,0.602360137,0.712338274,0.026779012,0.009784535
586,0.011103749,0.004289573,0.008586193,0.004020921,0.594951218,0.719605885,0.030483272,0.009719841
587,0.011078007,0.004321461,0.00826532,0.004122284,0.586843756,0.726964712,0.034788608,0.009656982
588,0.010981586,0.004358553,0.007926155,0.004211528,0.578028489,0.734022315,0.039575815,0.009572423
589,0.010861193,0.004415315,0.007568099,0.004301546,0.568771503,0.740780681,0.045097976,0.0095059
590,0.010741042,0.004474106,0.007174698,0.004377353,0.559106974,0.746923274,0.051206351,0.009422535
591,0.010691675,0.004546726,0.006759643,0.004454214,0.549440459,0.75249454,0.058211473,0.009362918
592,0.010707498,0.004618155,0.006314195,0.004522076,0.539994884,0.757300508,0.065867903,0.009304392
593,0.010767882,0.004685244,0.005806399,0.004582014,0.530478484,0.761429932,0.074400803,0.009239992
594,0.010869403,0.004757213,0.005243521,0.00464768,0.52113121,0.764968588,0.084030129,0.009198744
595,0.010976605,0.004819742,0.00468596,0.00470677,0.511922126,0.767920526,0.09436799,0.009153933
596,0.011077588,0.004870354,0.004299458,0.004757874,0.502507252,0.770429995,0.105680826,0.009098067
597,0.011185073,0.004920456,0.004115153,0.004814089,0.49328191,0.772597613,0.118225748,0.009061499
598,0.011275713,0.004956858,0.004034821,0.004861814,0.484504328,0.774367095,0.131464174,0.009021573
599,0.011345723,0.004977549,0.004005751,0.004899421,0.476083026,0.775647801,0.145713394,0.00897687
600,0.011410085,0.004992861,0.004011813,0.004938858,0.468535011,0.776343464,0.160902508,0.008957995
601,0.011461355,0.004997199,0.00404012,0.004978106,0.461614689,0.776273741,0.177061087,0.00896722
602,0.011490631,0.004983521,0.004083979,0.005013895,0.454967316,0.775246823,0.194223066,0.009017467
603,0.011516963,0.004963177,0.004144453,0.005057567,0.448715424,0.773291357,0.21230302,0.009149414
604,0.011531726,0.004929028,0.004218521,0.005102945,0.44248214,0.770354506,0.231313834,0.009371588
605,0.01153015,0.004875576,0.004307325,0.005150041,0.435873394,0.766310129,0.251736509,0.00970192
606,0.011521233,0.004810346,0.004407514,0.005201762,0.429355055,0.761621279,0.272506333,0.010125814
607,0.011500969,0.004729818,0.00452086,0.00525315,0.422667346,0.756243413,0.294080426,0.010648701
608,0.01145363,0.004624873,0.004642145,0.005288535,0.415692672,0.750264912,0.315935738,0.011256304
609,0.011413763,0.004520396,0.004781709,0.005328539,0.408643443,0.743773117,0.339018258,0.011977177
610,0.011368739,0.004410466,0.004933802,0.005361235,0.401327311,0.736804205,0.362855885,0.012800371
611,0.01131232,0.004291907,0.005096859,0.005378668,0.393398077,0.729226855,0.387487451,0.01373806
612,0.011272378,0.004185009,0.005273315,0.00539576,0.385178164,0.721345256,0.412775853,0.014780473
613,0.011241238,0.004083973,0.005463317,0.005408537,0.376333641,0.712984523,0.438693631,0.015940068
614,0.011208459,0.003982508,0.005666556,0.005412096,0.366516549,0.703890292,0.465193469,0.017236683
615,0.011192956,0.003895466,0.005885344,0.005421239,0.356251074,0.694334747,0.492062711,0.01865215
616,0.011175709,0.003811265,0.006111917,0.005423989,0.345488813,0.684225118,0.518657893,0.020170288
617,0.011155114,0.003726394,0.00635795,0.005422695,0.333849221,0.672886165,0.546224089,0.02188588
618,0.011140892,0.003651588,0.006619073,0.005426166,0.322289519,0.660899745,0.573924077,0.023737417
619,0.01111504,0.003578425,0.006894714,0.005423946,0.310747951,0.648048628,0.601631607,0.025748551
620,0.011051406,0.003496238,0.007175538,0.005401137,0.299227697,0.6343204,0.628585445,0.027901646
621,0.010972568,0.003422901,0.00747737,0.00538122,0.288145182,0.619929105,0.655647372,0.030248024
622,0.01085477,0.003347661,0.007789422,0.005350399,0.277322264,0.604915009,0.681889515,0.032774214
623,0.010675739,0.003260335,0.008098442,0.005313849,0.266536562,0.589295731,0.706322159,0.035462209
624,0.010464397,0.003180337,0.008420295,0.005265393,0.256033901,0.57332118,0.729287633,0.038380752
625,0.010199818,0.003096391,0.00873269,0.005226684,0.245695512,0.557249187,0.749154176,0.04145048
626,0.009874641,0.003008537,0.00904919,0.005187111,0.234965331,0.540300349,0.766082476,0.044867122
627,0.009525458,0.002929016,0.009353239,0.005169155,0.224612498,0.523731928,0.778493925,0.048438481
628,0.009160219,0.002859624,0.009658424,0.005149817,0.214163787,0.506758217,0.786106829,0.052391947
629,0.00880302,0.002799022,0.009941502,0.005170999,0.203934806,0.489953917,0.788281603,0.05659974
630,0.008467446,0.002748365,0.010211149,0.005136426,0.193555924,0.472542766,0.786508094,0.061343515
631,0.008193505,0.002713355,0.010450954,0.005187438,0.183906204,0.455864794,0.783519992,0.066358629
632,0.007971376,0.002691562,0.010671764,0.005152069,0.174615508,0.439228382,0.780035666,0.071953744
633,0.007778116,0.002670666,0.010847795,0.005171177,0.165709393,0.422945029,0.775840221,0.078016155
634,0.007631638,0.002663244,0.011010508,0.005245348,0.157470276,0.407388706,0.770624152,0.084691501
635,0.007505828,0.00265722,0.011135568,0.005255208,0.149783367,0.392729219,0.764493386,0.091820489
636,0.007389954,0.002650024,0.011218866,0.005316953,0.142293649,0.378429871,0.757400525,0.099685177
637,0.007302117,0.002652127,0.011280636,0.00528181,0.135292063,0.364891054,0.749548541,0.108314133
638,0.007225857,0.002652986,0.011289517,0.005303163,0.128660924,0.352106073,0.741307597,0.117498287
639,0.007166003,0.002655502,0.01124803,0.005388823,0.122316334,0.339853936,0.732544424,0.127446199
640,0.007121496,0.002658275,0.01114369,0.005342178,0.116046943,0.327712091,0.722902239,0.138568167
641,0.007098042,0.002663281,0.010987834,0.005339722,0.110378661,0.316602464,0.712969057,0.150167344
642,0.007090161,0.002668927,0.010767935,0.00535997,0.105132858,0.306080574,0.702338416,0.162615392
643,0.007091511,0.002673803,0.010463611,0.005389725,0.100180991,0.295708041,0.690527344,0.176398288
644,0.007099869,0.002679326,0.010105043,0.005366482,0.095926398,0.286140806,0.678280882,0.190641481
645,0.007109227,0.002685217,0.009693285,0.005380257,0.092143206,0.276805353,0.665268372,0.205797617
646,0.007116083,0.002693709,0.009264903,0.005422408,0.088767104,0.267513269,0.65161814,0.221872747
647,0.0071122,0.002701691,0.008855859,0.005480449,0.085603827,0.257823006,0.637371324,0.239100805
648,0.007109199,0.002715984,0.008544725,0.005545901,0.082792596,0.24815637,0.623002597,0.256990191
649,0.007105657,0.002736799,0.008316297,0.005618689,0.080126882,0.238056155,0.60810818,0.276106496
650,0.007087512,0.002755605,0.008125364,0.005685627,0.077464838,0.227411113,0.593146737,0.29594092
651,0.007074372,0.002780753,0.007986105,0.005759791,0.07494642,0.216735041,0.577978875,0.316257742
652,0.007061199,0.002809971,0.007866223,0.005832241,0.072431765,0.205803509,0.562305358,0.337261795
653,0.007048561,0.002842792,0.007755304,0.005898579,0.069899514,0.194741529,0.546021107,0.358882307
654,0.007028347,0.00287617,0.007631914,0.005947614,0.067244084,0.183390016,0.528894882,0.381352148
655,0.007016097,0.002915353,0.007523045,0.005989216,0.064676508,0.172576266,0.511355911,0.403963291
656,0.007003722,0.002956959,0.007411753,0.00601963,0.062117173,0.162114335,0.493328758,0.426936386
657,0.006982704,0.002998792,0.007281483,0.006034992,0.059490795,0.151770265,0.474725309,0.450507849
658,0.006968348,0.003044588,0.007163506,0.006053075,0.057010523,0.142170798,0.456091747,0.473939369
659,0.006951863,0.003088705,0.007043302,0.006068527,0.054579933,0.132978406,0.437298131,0.497475593
660,0.006932004,0.003127878,0.006923274,0.006080098,0.052188667,0.124170823,0.418382256,0.521039661
661,0.006900561,0.003158948,0.006790519,0.006071215,0.049724198,0.115485594,0.399124165,0.544885366
662,0.006872795,0.003187474,0.006680192,0.006048175,0.047353186,0.107522871,0.379954291,0.568262638
663,0.006843248,0.0032123,0.006581785,0.006003931,0.044963445,0.100089409,0.360640379,0.591413244
664,0.006814723,0.003235157,0.006502376,0.005939593,0.042543272,0.093280348,0.341205608,0.61424926
665,0.006777503,0.00325277,0.006428056,0.005838255,0.040009875,0.086979302,0.321895917,0.636577282
666,0.006756463,0.003272029,0.006411328,0.005718454,0.037532303,0.081533906,0.302542889,0.658505473
667,0.006740756,0.003289954,0.006432479,0.005560945,0.035050617,0.076682493,0.283567156,0.67983927
668,0.006731174,0.003305867,0.006484176,0.005358867,0.032596081,0.072308907,0.265273457,0.700498435
669,0.006722033,0.00331667,0.006549579,0.005102048,0.0301193,0.068131637,0.247724598,0.720683
670,0.006729795,0.003322447,0.006648766,0.004869921,0.02783198,0.064388191,0.231549,0.739796556
671,0.006742697,0.003319171,0.006758297,0.004699802,0.025680558,0.060855093,0.216839581,0.757741371
672,0.006773656,0.003309634,0.006894102,0.004565682,0.023653781,0.057484825,0.202943492,0.775146396
673,0.006813587,0.00329401,0.007029836,0.004439897,0.021697296,0.054157052,0.189881384,0.791812721
674,0.006879015,0.003279565,0.007185591,0.004330919,0.019953369,0.051173014,0.177946321,0.807214314
675,0.006957253,0.003266395,0.007340591,0.00422722,0.018350555,0.04841339,0.167095699,0.821201261
676,0.007057533,0.003254823,0.007503841,0.004120876,0.016813538,0.045753851,0.156765488,0.834301134
677,0.007188446,0.003245814,0.007678829,0.004018001,0.015463213,0.043408004,0.147563844,0.845775037
678,0.007345963,0.003235475,0.007853975,0.003908569,0.014235464,0.041207302,0.139358995,0.855628409
679,0.007521451,0.003222337,0.008018148,0.003792178,0.013131404,0.039101052,0.132262187,0.863554809
680,0.007726454,0.003206392,0.008183994,0.003666469,0.012102267,0.036944018,0.125843037,0.869688993
681,0.007960776,0.00319189,0.008358492,0.003544287,0.011234221,0.034893273,0.120367741,0.873652623
682,0.008208831,0.003178829,0.008520536,0.003413708,0.010485874,0.032822909,0.115604414,0.875418416
683,0.008492177,0.003166531,0.008692898,0.003272859,0.009851833,0.030705535,0.111236695,0.875164179
684,0.008779385,0.003147074,0.008843014,0.003110169,0.009304077,0.028461297,0.107145382,0.87305593
685,0.009092712,0.003122108,0.009012969,0.002939895,0.0088816,0.026277434,0.103276932,0.86966478
686,0.009413285,0.003087697,0.009181818,0.002775055,0.008542318,0.024119037,0.099491004,0.8652596
687,0.009726166,0.003039224,0.009338917,0.002697892,0.008266451,0.022067711,0.09577506,0.860115234
688,0.010051181,0.002972044,0.009507418,0.002681703,0.008044028,0.020167854,0.091973804,0.854119585
689,0.010354375,0.002879431,0.009654636,0.002680249,0.007841371,0.01840829,0.088078266,0.847200543
690,0.010660098,0.002766734,0.00982341,0.002699862,0.007685176,0.016896313,0.084135207,0.839581725
691,0.010939836,0.002659349,0.009980754,0.002724601,0.007545502,0.015545694,0.080165594,0.831253441
692,0.011217073,0.002597283,0.010149399,0.002759503,0.007424763,0.014309189,0.076050466,0.82197616
693,0.011461621,0.002581427,0.010296632,0.002791183,0.007298553,0.013126848,0.071853066,0.811709064
694,0.011705345,0.002601034,0.010466677,0.002835412,0.007195064,0.01206204,0.067648989,0.800792168
695,0.01191999,0.002636931,0.010627191,0.002879183,0.007090256,0.01106895,0.063523162,0.789243212
696,0.012127583,0.00268705,0.01080105,0.002930168,0.006988601,0.010136005,0.059366013,0.776717253
697,0.012294288,0.002738545,0.010953585,0.002975604,0.006869099,0.009242563,0.055258259,0.763162165
698,0.01244966,0.002799522,0.011127356,0.003032386,0.006760399,0.008450994,0.051253897,0.749001887
699,0.01255939,0.002858803,0.011286336,0.003087954,0.006644803,0.007734634,0.047452897,0.734262584
700,0.012632466,0.002918255,0.011440363,0.003146454,0.006526356,0.007086752,0.043864944,0.718759022
701,0.012667172,0.002977509,0.011587955,0.003208019,0.006397506,0.006478076,0.040479849,0.701781032
702,0.012665406,0.003033681,0.011725902,0.003271457,0.006273705,0.005953233,0.037644016,0.684779615
703,0.012626899,0.003091322,0.011861807,0.003341921,0.006148219,0.005479259,0.035243848,0.666814215
704,0.012531038,0.003141494,0.011969341,0.003410184,0.006014497,0.005054481,0.03331036,0.648415319
705,0.012378725,0.003187754,0.012056286,0.0034808,0.005872931,0.00467334,0.031718057,0.62936725
706,0.012152694,0.003229446,0.012119015,0.003553622,0.005713772,0.00431871,0.03031691,0.608853814
707,0.011871638,0.00326649,0.012158589,0.003626992,0.00555335,0.004018208,0.029130737,0.588630678
708,0.011524151,0.003298879,0.012165928,0.00370091,0.005382816,0.003753811,0.028044798,0.567904406
709,0.011113433,0.003330488,0.012140793,0.003779753,0.005202558,0.003524878,0.027005627,0.546432891
710,0.010653843,0.003347384,0.012050104,0.003847705,0.00499923,0.003381024,0.025971411,0.52425368
711,0.010224847,0.00336487,0.011921122,0.003919276,0.004793102,0.003189427,0.024984213,0.502408099
712,0.009852396,0.003377967,0.011737468,0.003990088,0.004575611,0.003024243,0.024003879,0.480376722
713,0.009545348,0.003391158,0.011490015,0.004064128,0.004350536,0.002904742,0.023019094,0.457964055
714,0.009283163,0.003390387,0.011158159,0.004123158,0.004118772,0.002811947,0.022024008,0.435259736
715,0.009071396,0.003391201,0.010766648,0.004181627,0.003910539,0.002751979,0.021061733,0.413318029
716,0.008886517,0.003389455,0.010315137,0.004233775,0.003723611,0.002726431,0.020144455,0.391573799
717,0.008729785,0.003388406,0.009822056,0.004283843,0.003563481,0.002693198,0.019270107,0.369778465
718,0.008560711,0.00341402,0.009349514,0.004320644,0.003424404,0.002664857,0.018446512,0.348549654
719,0.008393584,0.003362847,0.008935232,0.004342067,0.003320199,0.002665388,0.017661515,0.327017991
720,0.008235119,0.003348617,0.008608575,0.004361685,0.003213841,0.002950783,0.016971676,0.306422904
721,0.008069662,0.003341248,0.008344976,0.004373053,0.003139284,0.00265651,0.016350082,0.286199528
722,0.007894027,0.003320755,0.008120522,0.004378663,0.003074869,0.002659163,0.015795851,0.26612728
723,0.007701521,0.003302723,0.007923755,0.004370107,0.003031103,0.002747787,0.015323666,0.246848062
724,0.00747775,0.003286751,0.007722609,0.004345474,0.002996999,0.002664255,0.014820522,0.227600051
725,0.007243915,0.003308233,0.007535091,0.004322051,0.002979259,0.003271136,0.014394837,0.209576169
726,0.006988202,0.003237008,0.007367491,0.004295078,0.002969916,0.002678024,0.014150698,0.192258642
727,0.006709095,0.003211898,0.007197195,0.004266997,0.002953998,0.002774098,0.01370179,0.175704272
728,0.0063974,0.003182,0.0070211,0.0042299,0.002976,0.0026902,0.0133399,0.1596138
729,0.006082227,0.00316771,0.006924703,0.004268679,0.002971815,0.003183109,0.013040429,0.144823079
730,0.005753691,0.003149522,0.006697608,0.00418573,0.002981736,0.00271906,0.012828266,0.13041657
731,0.005432311,0.00317928,0.006562327,0.004165519,0.002987911,0.002736152,0.012552647,0.117213526
732,0.005141291,0.003302059,0.006446559,0.004145844,0.002969644,0.002932054,0.012348756,0.104973174
733,0.004869339,0.003112275,0.006283928,0.004112613,0.002964828,0.002741309,0.012655324,0.093350543
734,0.004657043,0.003101097,0.006216487,0.004081222,0.002981555,0.002744969,0.011918223,0.083033452
735,0.004485602,0.003056493,0.006069114,0.004033184,0.002993233,0.00317392,0.011740876,0.074194015
736,0.004343636,0.00299588,0.005981867,0.00396353,0.002960008,0.002785743,0.011506888,0.065882276
737,0.004217398,0.002943107,0.005844853,0.003871126,0.003000552,0.002735404,0.01238095,0.059280542
738,0.004068342,0.002923253,0.005798461,0.003752803,0.003032328,0.002717788,0.011141742,0.053113483
739,0.003985279,0.003020192,0.005949708,0.00363905,0.002938204,0.002701226,0.011251097,0.048815803
740,0.003854465,0.003823713,0.005636728,0.003527785,0.002967876,0.002711384,0.010860213,0.044319753
741,0.00381454,0.003039674,0.005508305,0.003426857,0.002937762,0.002697008,0.012009072,0.041194652
742,0.003593123,0.002832548,0.005518509,0.003420691,0.002996099,0.002692747,0.010611927,0.038665489
743,0.003417635,0.003286357,0.005643886,0.003229097,0.003049337,0.002618491,0.010621803,0.035657527
744,0.003298023,0.002799809,0.005572195,0.00313378,0.002848175,0.002606148,0.010994008,0.03323143
745,0.003229956,0.003004863,0.005190997,0.003049224,0.002911057,0.002568134,0.010921699,0.031302889
746,0.003069644,0.002964018,0.005162543,0.002962125,0.002794717,0.002553171,0.010772603,0.029719798
747,0.003022539,0.002786772,0.005146533,0.002896936,0.002913669,0.003479032,0.010182205,0.028372916
748,0.002695624,0.002693135,0.004988223,0.002849944,0.002757352,0.002436963,0.011010391,0.026639833
749,0.002583384,0.003615245,0.005056607,0.002729371,0.002593634,0.002358483,0.010266465,0.025445341
750,0.002492161,0.002659757,0.005162561,0.003053335,0.003056617,0.003302491,0.01100595,0.024068708
751,0.002591421,0.00261677,0.004706767,0.002557621,0.002472924,0.002271917,0.010469666,0.022818777
752,0.002102715,0.002958743,0.004613871,0.002544241,0.002374943,0.0023354,0.009877414,0.021921824
753,0.001913483,0.002645574,0.005447634,0.002400319,0.002459498,0.002169462,0.011331365,0.021733741
754,0.001989957,0.002995851,0.004854031,0.002348376,0.002528478,0.002497717,0.00990692,0.019666086
755,0.001571134,0.002631382,0.004275104,0.00223959,0.002473416,0.002215692,0.01005877,0.019239453
756,0.001757814,0.002682749,0.004235341,0.00233622,0.002006042,0.001914579,0.010966442,0.017790988
757,0.001443214,0.002434798,0.004059912,0.002089516,0.001902864,0.001974554,0.010064077,0.018254601
758,0.001348986,0.002496031,0.003970279,0.002003592,0.001828463,0.001710326,0.010911612,0.016009047
759,0.001200386,0.0028154,0.00373729,0.002159053,0.001605227,0.002159251,0.010030171,0.014977437
760,0.001606629,0.002344108,0.003708038,0.001884097,0.001660562,0.001595862,0.010009698,0.014600419
761,0.001222005,0.002358642,0.003673911,0.001774977,0.001392052,0.001760173,0.009960992,0.013938875
762,0.001374432,0.002322995,0.003521815,0.001772,0.001398195,0.001556848,0.009630092,0.013574619
763,0.001148555,0.002471575,0.003143133,0.001631166,0.001439462,0.001949755,0.009656864,0.012655283
764,0.000870027,0.002172213,0.00331742,0.001899887,0.001403558,0.001683758,0.009594507,0.012431247
765,0.000974497,0.002148101,0.00303381,0.001535341,0.002073571,0.001456583,0.009458645,0.013122127
766,0.001474013,0.002051006,0.002694303,0.001632259,0.002687034,0.001971441,0.00949111,0.011642702
767,0.000742855,0.002035737,0.004108076,0.00129298,0.00144263,0.001635851,0.009169303,0.011123689
768,0.001285427,0.002143424,0.003716484,0.001560609,0.001815205,0.001271996,0.009375225,0.011304345
769,0.000754019,0.002245016,0.003561097,0.001219711,0.00153644,0.001401972,0.008737572,0.010065798
770,0.000835067,0.002051515,0.004306244,0.001591079,0.0009876,0.001161071,0.008640373,0.009292184
771,0.001363792,0.001831976,0.002760621,0.001168211,0.001497601,0.001473459,0.007339633,0.009145316
772,0.001204429,0.001641773,0.002288073,0.001413483,0.000826843,0.002020824,0.006636418,0.00789914
773,0.00131431,0.001417024,0.002819904,0.000896723,0.000949787,0.002339011,0.005535436,0.007867229
774,0.000954762,0.001674683,0.003286905,0.000906235,0.001674294,0.001738022,0.00509801,0.006302621
775,0.000566545,0.001235496,0.001968598,0.001539795,0.001276381,0.001911359,0.00349165,0.005278992
776,0.000688284,0.001441234,0.002397519,0.000817422,0.000814699,0.001213103,0.0034174,0.004703046
777,0.000583898,0.001087656,0.002410289,0.000777203,0.000798864,0.001333998,0.002830703,0.004533924
778,0.000778866,0.002228021,0.003204053,0.001401706,0.000847176,0.000920531,0.002570636,0.004189789
779,0.000515907,0.001119915,0.002226939,0.000835066,0.001077076,0.001351748,0.003393472,0.003932737
780,0.000682294,0.000940865,0.001831197,0.00072363,0.000768355,0.001365362,0.002209808,0.003445546
781,0.00117769,0.001192291,0.001662303,0.000725856,0.000695591,0.000980538,0.002123323,0.003416655
782,0.000573432,0.001038126,0.002249304,0.000756335,0.000976224,0.001043244,0.001902715,0.003295542
783,0.000346719,0.000897419,0.002020132,0.001747579,0.001226488,0.001030223,0.001403946,0.00334538
784,0.001060239,0.000770908,0.001675501,0.001970514,0.001224938,0.001142973,0.001111671,0.003729231
785,0.000892467,0.000815137,0.001215347,0.000823505,0.00193738,0.000774548,0.000986628,0.002970753
786,0.000450544,0.001048132,0.001566195,0.000561379,0.000461205,0.000709192,0.000624288,0.002589164
787,0.000394648,0.000934111,0.001281861,0.000495635,0.000739904,0.001149225,0.000538792,0.003077388
788,0.001557668,0.000394157,0.002508969,0.000433994,0.001943685,0.000619294,0.000534353,0.002213351
789,0.000765318,0.000192859,0.000925668,0.000702594,0.001122448,0.000683757,0.001394861,0.002349501
790,0.000990682,0.000540164,0.001058179,0.001100567,0.001643595,0.000554675,0.000509232,0.001751761
791,0.00034658,0.000134209,0.001289192,0.000454005,0.000467254,0.000581542,0.000567912,0.00153216
792,0.000411415,0.000159313,0.001189136,0.000353458,0.000406276,0.000532756,0.000661044,0.002385601
793,0.00046388,0.000668359,0.00126479,0.000704276,0.00062123,0.000457229,0.000610113,0.000999214
794,0.000402238,0.000120197,0.001201779,0.000397589,0.000478701,0.000552792,0.000527557,0.0005471
795,0.00026975,0.00010485,0.00159075,0.000924994,0.001459475,0.000380757,0.000972825,0.000262363
796,0.000510167,0.000156596,0.000797165,0.000610781,0.000593949,0.000163972,0.000920097,0.000290119
797,6.07053e-05,0.000564946,0.000669363,0.001245733,0.000748006,9.85635e-05,0.000502542,0.00013274
798,8.14367e-05,0.000833877,0.001381124,0.000466187,0.000348085,0.000122532,0.001204961,0.000278713
799,8.43141e-05,0.000135975,0.001249749,0.000921997,0.002076798,8.37494e-05,0.000585682,0.000152537
800,0.000136314,0.000269715,0.001358064,0.001130249,0.000291886,9.8454e-05,0.000497813,0.000807173
801,7.49353e-05,9.25672e-05,0.000544524,0.00056572,0.000337631,8.60021e-05,0.000605016,0.000183071
802,0.000135474,0.000119933,0.00026917,0.001015917,0.000740287,0.000109166,0.000897576,0.000302968
803,8.57947e-05,0.00011944,0.001358976,0.000342151,0.000290094,0.000122243,0.000462805,0.000461871
804,0.000195439,0.000196558,0.000350857,0.000584451,0.000483326,0.000768229,0.00037222,0.002202722
805,0.000116113,0.00012617,0.000395456,0.000748079,0.000277294,0.000130453,0.000486149,0.000135947
806,0.000198509,0.00054841,0.000615973,0.000736882,0.001004442,0.000559283,0.000642181,0.00034767
807,0.000122151,9.27493e-05,0.000445938,0.00054249,0.00103907,0.000275744,0.001651864,0.000163888
808,0.000141149,0.00028998,0.000446957,0.001294962,0.000603378,0.000429926,0.00076165,0.000248145
809,0.000356962,0.000581483,0.00168137,0.000704411,0.000533734,8.79244e-05,0.000606328,0.00137465
810,0.000255076,8.17385e-05,0.000555214,0.000391184,0.00108444,8.00798e-05,0.000872123,0.000120626
811,0.000198221,0.000819269,0.001669063,0.000919483,0.000493437,0.000645229,0.000809708,0.000651848
812,0.000254524,0.000124281,0.000657726,0.000754491,0.000272226,0.00116714,0.001016627,0.000216276
813,0.000439634,0.000310443,0.000628388,0.001263638,0.000511274,0.00013038,0.001298406,0.000190401
814,0.000194391,0.000316866,0.000429485,0.000708203,0.000581712,0.000114809,0.001043778,0.001051535
815,0.000298288,0.000132896,0.000493627,0.000661022,0.000427361,0.000126251,0.001219641,0.000548242
816,0.000250373,0.000100494,0.000419317,0.001313144,0.000639369,9.69539e-05,0.001057143,0.000191366
817,0.000375621,0.000101125,0.000571715,0.000997582,0.000470409,0.000137157,0.001587947,0.000294413
818,0.000224348,9.67811e-05,0.000600458,0.000445807,0.000495191,0.000333046,0.001281898,0.00066862
819,0.000209307,7.38201e-05,0.000435989,0.000930134,0.000286908,0.000207507,0.001234056,0.000187431
820,0.000354298,0.000165345,0.000453307,0.000544328,0.00037611,0.000283205,0.001117469,0.001018191
821,0.000444813,7.28526e-05,0.000547737,0.000426376,0.000296959,0.000222675,0.001472356,0.000132996
822,0.00033837,0.000325253,0.00080354,0.000412166,0.000391999,0.000187567,0.001170197,0.000224599
823,0.000269914,0.00018789,0.000437699,0.000853601,0.000417148,0.000251232,0.001315498,0.000349803
824,0.000227137,8.93118e-05,0.000427579,0.000712898,0.000329842,0.000263767,0.001280874,0.00030084
825,0.000277096,0.000152075,0.000608125,0.000542078,0.000474263,0.00026233,0.001218107,0.000149246
826,0.00073904,0.00032479,0.000403145,0.000451357,0.000816955,0.000113787,0.001152321,0.000133177
827,0.000380862,6.07973e-05,0.000583021,0.000194428,0.000527759,0.000233876,0.001373737,0.000122122
828,0.00034854,0.000159733,0.000457656,0.000238899,0.000549345,0.000214904,0.001253782,0.000184867
829,0.000348706,0.00011286,0.000321123,0.000587257,0.000509573,0.000210969,0.001100409,0.000164621
830,0.000581911,0.000227318,0.00053128,0.000831413,0.000770429,0.000276558,0.00116791,0.000293783
831,0.000538762,7.77711e-05,0.000510237,0.000294091,0.000531306,0.000320275,0.001086281,0.000202968
832,0.000987666,0.000142478,0.000495345,0.000353213,0.000585722,0.000213414,0.001474543,0.000338265
833,0.000409916,0.000175039,0.000548363,0.000433852,0.001064525,0.000267423,0.001357347,0.000229798
834,0.000629361,0.000306016,0.000496557,0.000220311,0.000515173,0.000145587,0.001403794,0.000412482
835,0.000491588,0.000257633,0.001207215,0.00114473,0.000624935,0.000408161,0.001105239,0.000174975
836,0.000590171,0.000310244,0.000532602,0.000394129,0.001021345,0.000170579,0.001267974,0.000187952
837,0.000432683,0.000131078,0.000539412,0.000515911,0.000795289,0.000148215,0.001100627,0.000259186
838,0.000657005,0.000282358,0.000697824,0.000279569,0.001215298,0.000334925,0.001135771,0.000487725
839,0.000503575,0.000154053,0.000986441,0.000532197,0.000820435,0.000452056,0.001394302,0.000428822
840,0.000748409,0.000172639,0.001024849,0.000274847,0.001241926,0.00021213,0.001066185,0.00017985
841,0.000869374,0.000117743,0.000690088,0.000702698,0.000855345,0.000310055,0.001306608,0.000379949
842,0.000530985,0.000101457,0.000680675,0.00041589,0.001214986,0.000375057,0.000913527,0.000517762
843,0.000536301,0.000220864,0.000690583,0.000832443,0.000871366,0.000129769,0.001197403,0.000198836
844,0.000481004,0.000253737,0.000738122,0.000348404,0.001138147,0.000160967,0.000854889,0.00046616
845,0.000595444,0.000123408,0.000889882,0.000311845,0.000941857,0.000216354,0.000893495,0.000403148
846,0.001201389,0.000914121,0.001065031,0.0002047,0.000893275,0.000544941,0.001044348,0.000342612
847,0.000902198,0.000166278,0.000964054,0.000402306,0.00114726,0.000410852,0.000991075,0.001170782
848,0.000722271,0.000210588,0.001695805,0.000547659,0.000885296,0.000196733,0.000895425,0.000396301
849,0.000716356,0.000528737,0.000930594,0.000381933,0.000895506,0.000396613,0.001463283,0.000360316
850,0.000843329,0.000312184,0.00085714,0.000209809,0.001095212,0.000191261,0.000860914,0.000361805
851,0.000624532,0.000251523,0.001684895,0.000237856,0.001062121,0.001122384,0.000817391,0.000209962
852,0.000502698,0.000164755,0.000907546,0.000204691,0.000860768,0.000424577,0.00125241,0.00068758
853,0.000386003,0.000630115,0.001214464,0.000308644,0.000836458,0.000958079,0.00068467,0.000451485
854,0.000678114,0.000678429,0.001262686,0.000219707,0.000768187,0.000157294,0.000876149,0.000430982
855,0.000978455,0.000583105,0.001810408,0.000242888,0.000775957,0.000237712,0.000727332,0.000250966
